iso1,iso2,seadistance,capitalport1,capitalport2,roaddistance,short
ABW,AFG,16499,,1471,,0
ABW,AGO,9437,,1184,,0
ABW,AIA,957,,,,0
ABW,ALB,8790,,248,,0
ABW,AND,7685,,453,,0
ABW,ANT,907,,,,0
ABW,ARE,16749,,229,,0
ABW,ARG,9918,,1738,,0
ABW,ARM,10517,,818,,0
ABW,ASM,11387,,,,0
ABW,ATG,930,,,,0
ABW,AUS,15563,,638,,0
ABW,AUT,9921,,468,,0
ABW,AZE,10517,,1197,,0
ABW,BDI,15682,,1365,,0
ABW,BEL,6180,,132,,0
ABW,BEN,7611,,80,,0
ABW,BFA,7526,,971,,0
ABW,BGD,20088,,996,,0
ABW,BGR,10060,,451,,0
ABW,BHR,17223,,0,,0
ABW,BHS,1857,,,,0
ABW,BIH,9146,,197,,0
ABW,BLR,8077,,530,,0
ABW,BLZ,1925,,78,,0
ABW,BMU,2430,,0,,0
ABW,BOL,6333,,2520,,0
ABW,BRA,7105,,1121,,0
ABW,BRB,1023,,0,,0
ABW,BRN,18109,,42,,0
ABW,BTN,20090,,1072,,0
ABW,BWA,12048,,947,,0
ABW,CAF,8243,,1273,,0
ABW,CAN,4664,,1102,,0
ABW,CHE,7685,,581,,0
ABW,CHL,6333,,116,,0
ABW,CHN,17395,,1449,,0
ABW,CIV,6955,,251,,0
ABW,CMR,8243,,283,,0
ABW,COD,9082,,,,0
ABW,COG,8969,,438,,0
ABW,COK,10283,,,,0
ABW,COL,635,,934,,0
ABW,COM,14929,,,,0
ABW,CPV,4481,,,,0
ABW,CRI,1367,,142,,0
ABW,CUB,1641,,,,0
ABW,CYM,1306,,0,,0
ABW,CYP,10959,,43,,0
ABW,CZE,6413,,693,,0
ABW,DEU,6413,,391,,0
ABW,DJI,13941,,297,,0
ABW,DMA,923,,0,,0
ABW,DNK,7491,,0,,0
ABW,DOM,989,,,,0
ABW,DZA,7084,,386,,0
ABW,ECU,2325,,347,,0
ABW,EGY,10926,,175,,0
ABW,ERI,13817,,592,,0
ABW,ESP,6613,,655,,0
ABW,EST,8103,,23,,0
ABW,ETH,13816,,864,,0
ABW,FIN,8126,,0,,0
ABW,FJI,12547,,,,0
ABW,FLK,10030,,0,,0
ABW,FRA,7685,,757,,0
ABW,FRO,5667,,0,,0
ABW,FSM,14621,,,,0
ABW,GAB,8429,,14,,0
ABW,GBR,5940,,95,,0
ABW,GEO,10796,,436,,0
ABW,GHA,7378,,14,,0
ABW,GIB,6612,,,,0
ABW,GIN,5674,,0,,0
ABW,GLP,941,,,,0
ABW,GMB,5287,,0,,0
ABW,GNB,5349,,38,,0
ABW,GNQ,8411,,,,0
ABW,GRC,9416,,28,,0
ABW,GRD,831,,,,0
ABW,GRL,5871,,,,0
ABW,GTM,2851,,198,,0
ABW,GUF,2063,,0,,0
ABW,GUM,15071,,,,0
ABW,GUY,1567,,45,,0
ABW,HKG,18163,,,,0
ABW,HND,1854,,275,,0
ABW,HRV,9842,,264,,0
ABW,HTI,1175,,,,0
ABW,HUN,9921,,569,,0
ABW,IDN,19374,,0,,0
ABW,IND,17234,,1312,,0
ABW,IRL,6031,,0,,0
ABW,IRN,16823,,1533,,0
ABW,IRQ,17771,,640,,0
ABW,ISL,5961,,52,,0
ABW,ISR,11151,,53,,0
ABW,ITA,7980,,14,,0
ABW,JAM,983,,59,,0
ABW,JOR,11785,,321,,0
ABW,JPN,16033,,378,,0
ABW,KAZ,10517,,3085,,0
ABW,KEN,15888,,515,,0
ABW,KGZ,16499,,3209,,0
ABW,KHM,19247,,139,,0
ABW,KIR,9284,,,,0
ABW,KNA,849,,,,0
ABW,KOR,16755,,423,,0
ABW,KWT,17743,,118,,0
ABW,LAO,19759,,669,,0
ABW,LBN,11007,,91,,0
ABW,LBR,6528,,640,,0
ABW,LBY,8676,,111,,0
ABW,LCA,903,,,,0
ABW,LIE,9921,,684,,0
ABW,LKA,18195,,100,,0
ABW,LSO,12048,,579,,0
ABW,LTU,8076,,,,0
ABW,LUX,6115,,325,,0
ABW,LVA,7890,,177,,0
ABW,MAC,18221,,,,0
ABW,MAR,6571,,257,,0
ABW,MCO,7791,,0,,0
ABW,MDA,10363,,501,,0
ABW,MDG,15025,,283,,0
ABW,MDV,17642,,,,0
ABW,MEX,3920,,502,,0
ABW,MHL,12169,,,,0
ABW,MKD,9114,,329,,0
ABW,MLI,5674,,855,,0
ABW,MLT,8460,,,,0
ABW,MMR,20006,,1372,,0
ABW,MNE,9114,,53,,0
ABW,MNG,17395,,2849,,0
ABW,MNP,14982,,,,0
ABW,MOZ,12530,,100,,0
ABW,MRT,5459,,503,,0
ABW,MSR,877,,,,0
ABW,MTQ,925,,0,,0
ABW,MUS,15423,,0,,0
ABW,MWI,15682,,1680,,0
ABW,MYS,19721,,65,,0
ABW,MYT,14934,,,,0
ABW,NAM,9740,,334,,0
ABW,NCL,13749,,142,,0
ABW,NER,7611,,1016,,0
ABW,NFK,13596,,,,0
ABW,NGA,7745,,667,,0
ABW,NIC,1367,,486,,0
ABW,NIU,11426,,,,0
ABW,NLD,6114,,167,,0
ABW,NOR,7098,,54,,0
ABW,NPL,20090,,1662,,0
ABW,NRU,12974,,,,0
ABW,NZL,12879,,597,,0
ABW,OMN,15096,,1053,,0
ABW,PAK,16498,,1449,,0
ABW,PAN,1082,,56,,0
ABW,PER,2966,,974,,0
ABW,PHL,17807,,230,,0
ABW,PLW,15843,,,,0
ABW,PNG,15523,,0,,0
ABW,POL,7972,,446,,0
ABW,PRI,861,,,,0
ABW,PRK,16538,,529,,0
ABW,PRT,5652,,2,,0
ABW,PRY,8782,,1350,,0
ABW,PSE,11162,,,,0
ABW,PYF,9336,,,,0
ABW,QAT,17127,,29,,0
ABW,REU,15137,,,,0
ABW,ROU,10363,,203,,0
ABW,RUS,10516,,1512,,0
ABW,RWA,15682,,1331,,0
ABW,SAU,12590,,973,,0
ABW,SDN,12391,,1139,,0
ABW,SEN,5244,,0,,0
ABW,SGP,19354,,0,,0
ABW,SHN,8879,,,,0
ABW,SLB,14487,,,,0
ABW,SLE,5829,,183,,0
ABW,SLV,2617,,44,,0
ABW,SMR,7980,,359,,0
ABW,SOM,15714,,550,,0
ABW,SPM,4090,,0,,0
ABW,SRB,9146,,404,,0
ABW,STP,8184,,,,0
ABW,SUR,1855,,0,,0
ABW,SVK,9921,,527,,0
ABW,SVN,9921,,111,,0
ABW,SWE,6993,,472,,0
ABW,SWZ,12531,,317,,0
ABW,SYC,16431,,0,,0
ABW,SYR,10969,,210,,0
ABW,TCA,1363,,,,0
ABW,TCD,8243,,1529,,0
ABW,TGO,7526,,0,,0
ABW,THA,19757,,19,,0
ABW,TJK,16499,,2104,,0
ABW,TKL,11241,,,,0
ABW,TKM,16823,,1948,,0
ABW,TLS,17553,,205,,0
ABW,TON,11816,,,,0
ABW,TTO,857,,,,0
ABW,TUN,8031,,7,,0
ABW,TUR,9834,,476,,0
ABW,TUV,12197,,,,0
ABW,TWN,17607,,347,,0
ABW,TZA,15682,,194,,0
ABW,UGA,15888,,1137,,0
ABW,UKR,10564,,,,0
ABW,URY,8783,,749,,0
ABW,USA,2825,,2242,,0
ABW,UZB,16499,,2633,,0
ABW,VCT,834,,,,0
ABW,VEN,285,,205,,0
ABW,VGB,886,,0,,0
ABW,VIR,865,,0,,0
ABW,VNM,18770,,1514,,0
ABW,VUT,13520,,0,,0
ABW,WLF,11898,,,,0
ABW,WSM,11455,,,,0
ABW,YEM,14109,,345,,0
ABW,ZAF,12049,,630,,0
ABW,ZMB,12531,,1757,,0
ABW,ZWE,12531,,1301,,0
AFG,ABW,16499,1471,,,0
AFG,AGO,12156,1471,1184,,0
AFG,AIA,15517,1471,,,0
AFG,ALB,6971,1471,248,,0
AFG,AND,7725,1471,453,7261,0
AFG,ANT,15518,1471,,,0
AFG,ARE,1119,1471,229,,0
AFG,ARG,16587,1471,1738,,0
AFG,ARM,7936,1471,818,2904,0
AFG,ASM,14506,1471,,,0
AFG,ATG,15445,1471,,,0
AFG,AUS,11558,1471,638,,0
AFG,AUT,7607,1471,468,5679,0
AFG,AZE,7936,1471,1197,2828,0
AFG,BDI,4676,1471,1365,8878,0
AFG,BEL,11890,1471,132,,0
AFG,BEN,15082,1471,80,,0
AFG,BFA,15033,1471,971,9265,0
AFG,BGD,4883,1471,996,,0
AFG,BGR,7200,1471,451,,0
AFG,BHR,1582,1471,0,,0
AFG,BHS,16456,1471,,,0
AFG,BIH,7299,1471,197,,0
AFG,BLR,13467,1471,530,4795,0
AFG,BLZ,17989,1471,78,,0
AFG,BMU,14792,1471,0,,0
AFG,BOL,20454,1471,2520,,0
AFG,BRA,16037,1471,1121,,0
AFG,BRB,15456,1471,0,,0
AFG,BRN,6431,1471,42,,0
AFG,BTN,4883,1471,1072,3023,0
AFG,BWA,7932,1471,947,12045,0
AFG,CAF,14546,1471,1273,8490,0
AFG,CAN,13812,1471,1102,,0
AFG,CHE,7725,1471,581,6450,0
AFG,CHL,20453,1471,116,,0
AFG,CHN,9672,1471,1449,,0
AFG,CIV,14461,1471,251,,0
AFG,CMR,14546,1471,283,,0
AFG,COD,13284,1471,,,0
AFG,COG,13428,1471,438,,0
AFG,COK,15343,1471,,,0
AFG,COL,17186,1471,934,,0
AFG,COM,5280,1471,,,0
AFG,CPV,12289,1471,,,0
AFG,CRI,17937,1471,142,,0
AFG,CUB,17385,1471,,,0
AFG,CYM,17216,1471,0,,0
AFG,CYP,6015,1471,43,,0
AFG,CZE,12202,1471,693,5685,0
AFG,DEU,12202,1471,391,,0
AFG,DJI,2570,1471,297,,0
AFG,DMA,15499,1471,0,,0
AFG,DNK,12881,1471,0,,0
AFG,DOM,16071,1471,,,0
AFG,DZA,8613,1471,386,,0
AFG,ECU,18958,1471,347,,0
AFG,EGY,5539,1471,175,,0
AFG,ERI,2701,1471,592,,0
AFG,ESP,9037,1471,655,,0
AFG,EST,13591,1471,23,,0
AFG,ETH,2701,1471,864,7160,0
AFG,FIN,13607,1471,0,,0
AFG,FJI,13598,1471,,,0
AFG,FLK,14701,1471,0,,0
AFG,FRA,7725,1471,757,,0
AFG,FRO,12383,1471,0,,0
AFG,FSM,9972,1471,,,0
AFG,GAB,14141,1471,14,,0
AFG,GBR,11452,1471,95,,0
AFG,GEO,8119,1471,436,,0
AFG,GHA,14885,1471,14,,0
AFG,GIB,9043,1471,,,0
AFG,GIN,13092,1471,0,,0
AFG,GLP,15461,1471,,,0
AFG,GMB,12459,1471,0,,0
AFG,GNB,12726,1471,38,,0
AFG,GNQ,14305,1471,,,0
AFG,GRC,6544,1471,28,,0
AFG,GRD,15693,1471,,,0
AFG,GRL,12242,1471,,,0
AFG,GTM,19380,1471,198,,0
AFG,GUF,15164,1471,0,,0
AFG,GUM,9943,1471,,,0
AFG,GUY,15609,1471,45,,0
AFG,HKG,8305,1471,,,0
AFG,HND,18027,1471,275,,0
AFG,HRV,7534,1471,264,,0
AFG,HTI,16327,1471,,,0
AFG,HUN,7607,1471,569,5481,0
AFG,IDN,5870,1471,0,,0
AFG,IND,831,1471,1312,,0
AFG,IRL,11544,1471,0,,0
AFG,IRN,1159,1471,1533,,0
AFG,IRQ,1815,1471,640,,0
AFG,ISL,12503,1471,52,,0
AFG,ISR,5648,1471,53,,0
AFG,ITA,7403,1471,14,,0
AFG,JAM,16842,1471,59,,0
AFG,JOR,5140,1471,321,,0
AFG,JPN,10579,1471,378,,0
AFG,KAZ,7936,1471,3085,2715,1
AFG,KEN,4360,1471,515,,0
AFG,KGZ,0,1471,3209,1731,1
AFG,KHM,6368,1471,139,,0
AFG,KIR,15598,1471,,,0
AFG,KNA,15529,1471,,,0
AFG,KOR,10258,1471,423,,0
AFG,KWT,1784,1471,118,,0
AFG,LAO,6826,1471,669,5603,0
AFG,LBN,5937,1471,91,,0
AFG,LBR,14034,1471,640,,0
AFG,LBY,7411,1471,111,,0
AFG,LCA,15559,1471,,,0
AFG,LIE,7607,1471,684,6276,0
AFG,LKA,2575,1471,100,,0
AFG,LSO,7932,1471,579,12522,0
AFG,LTU,13467,1471,,,0
AFG,LUX,11825,1471,325,6343,0
AFG,LVA,13438,1471,177,,0
AFG,MAC,8285,1471,,,0
AFG,MAR,9117,1471,257,,0
AFG,MCO,7682,1471,0,,0
AFG,MDA,7448,1471,501,4560,0
AFG,MDG,5851,1471,283,,0
AFG,MDV,2581,1471,,,0
AFG,MEX,20502,1471,502,,0
AFG,MHL,12397,1471,,,0
AFG,MKD,7285,1471,329,5086,0
AFG,MLI,13092,1471,855,9957,0
AFG,MLT,7133,1471,,,0
AFG,MMR,4485,1471,1372,,0
AFG,MNE,7285,1471,53,,0
AFG,MNG,9672,1471,2849,4749,0
AFG,MNP,10145,1471,,,0
AFG,MOZ,7578,1471,100,,0
AFG,MRT,11550,1471,503,,0
AFG,MSR,15506,1471,,,0
AFG,MTQ,15537,1471,0,,0
AFG,MUS,5815,1471,0,,0
AFG,MWI,4676,1471,1680,10354,0
AFG,MYS,4824,1471,65,,0
AFG,MYT,5309,1471,,,0
AFG,NAM,11032,1471,334,,0
AFG,NCL,12507,1471,142,,0
AFG,NER,15082,1471,1016,8695,0
AFG,NFK,12927,1471,,,0
AFG,NGA,15048,1471,667,,0
AFG,NIC,17728,1471,486,,0
AFG,NIU,14790,1471,,,0
AFG,NLD,11825,1471,167,,0
AFG,NOR,12571,1471,54,,0
AFG,NPL,4883,1471,1662,2279,1
AFG,NRU,12163,1471,,,0
AFG,NZL,13907,1471,597,,0
AFG,OMN,1404,1471,1053,,0
AFG,PAK,0,1471,1449,,0
AFG,PAN,17666,1471,56,,0
AFG,PER,19591,1471,974,,0
AFG,PHL,7828,1471,230,,0
AFG,PLW,8767,1471,,,0
AFG,PNG,10082,1471,0,,0
AFG,POL,13285,1471,446,,0
AFG,PRI,15695,1471,,,0
AFG,PRK,11043,1471,529,,0
AFG,PRT,9579,1471,2,,0
AFG,PRY,16317,1471,1350,,0
AFG,PSE,5603,1471,,,0
AFG,PYF,16701,1471,,,0
AFG,QAT,1543,1471,29,,0
AFG,REU,5994,1471,,,0
AFG,ROU,7448,1471,203,,0
AFG,RUS,7936,1471,,,0
AFG,RWA,4676,1471,1331,8692,0
AFG,SAU,3898,1471,973,,0
AFG,SDN,4097,1471,1139,,0
AFG,SEN,12278,1471,0,,0
AFG,SGP,5159,1471,0,,0
AFG,SHN,11969,1471,,,0
AFG,SLB,11170,1471,,,0
AFG,SLE,13313,1471,183,,0
AFG,SLV,19120,1471,44,,0
AFG,SMR,7403,1471,359,6291,0
AFG,SOM,2919,1471,550,,0
AFG,SPM,13219,1471,0,,0
AFG,SRB,7299,1471,404,5328,0
AFG,STP,14267,1471,,,0
AFG,SUR,15269,1471,0,,0
AFG,SVK,7607,1471,527,5623,0
AFG,SVN,7607,1471,111,,0
AFG,SWE,12586,1471,472,,0
AFG,SWZ,7578,1471,317,12173,0
AFG,SYC,3844,1471,0,,0
AFG,SYR,5981,1471,210,,0
AFG,TCA,16195,1471,,,0
AFG,TCD,14546,1471,1529,7512,0
AFG,TGO,15033,1471,0,,0
AFG,THA,6826,1471,19,,0
AFG,TJK,0,1471,2104,625,1
AFG,TKL,14348,1471,,,0
AFG,TKM,1159,1471,1948,1423,1
AFG,TLS,8032,1471,205,,0
AFG,TON,14325,1471,,,0
AFG,TTO,15790,1471,,,0
AFG,TUN,7490,1471,7,,0
AFG,TUR,7042,1471,476,,0
AFG,TUV,13395,1471,,,0
AFG,TWN,8577,1471,347,,0
AFG,TZA,4676,1471,194,,0
AFG,UGA,4360,1471,1137,8251,0
AFG,UKR,7626,1471,,,0
AFG,URY,16316,1471,749,,0
AFG,USA,18186,1471,2242,,0
AFG,UZB,0,1471,2633,1155,1
AFG,VCT,15649,1471,,,0
AFG,VEN,16416,1471,205,,0
AFG,VGB,15635,1471,0,,0
AFG,VIR,15668,1471,0,,0
AFG,VNM,6533,1471,1514,,0
AFG,VUT,12597,1471,0,,0
AFG,WLF,13911,1471,,,0
AFG,WSM,14335,1471,,,0
AFG,YEM,2378,1471,345,,0
AFG,ZAF,7932,1471,630,,0
AFG,ZMB,7578,1471,1757,10624,0
AFG,ZWE,7578,1471,1301,11142,0
AGO,ABW,9436,1184,,,0
AGO,AFG,12156,1184,1471,,0
AGO,AIA,9015,1184,,,0
AGO,ALB,9826,1184,248,,0
AGO,AND,8723,1184,453,,0
AGO,ANT,8975,1184,,,0
AGO,ARE,12304,1184,229,,0
AGO,ARG,7267,1184,1738,,0
AGO,ARM,11554,1184,818,,0
AGO,ASM,20394,1184,,,0
AGO,ATG,8827,1184,,,0
AGO,AUS,13964,1184,638,,0
AGO,AUT,10959,1184,468,,0
AGO,AZE,11554,1184,1197,,0
AGO,BDI,7520,1184,1365,,0
AGO,BEL,9554,1184,132,,0
AGO,BEN,2971,1184,80,,0
AGO,BFA,2985,1184,971,,0
AGO,BGD,13229,1184,996,,0
AGO,BGR,11097,1184,451,,0
AGO,BHR,12771,1184,0,,0
AGO,BHS,10585,1184,,,0
AGO,BIH,10182,1184,197,,0
AGO,BLR,11198,1184,530,,0
AGO,BLZ,11437,1184,78,,0
AGO,BMU,9090,1184,0,,0
AGO,BOL,11437,1184,2520,,0
AGO,BRA,5872,1184,1121,,0
AGO,BRB,8482,1184,0,,0
AGO,BRN,14052,1184,42,,0
AGO,BTN,13230,1184,1072,,0
AGO,BWA,4006,1184,947,,0
AGO,CAF,2432,1184,1273,,0
AGO,CAN,9813,1184,1102,,0
AGO,CHE,8723,1184,581,,0
AGO,CHL,11435,1184,116,,0
AGO,CHN,17177,1184,1449,,0
AGO,CIV,3084,1184,251,,0
AGO,CMR,2431,1184,283,,0
AGO,COD,1158,1184,,,0
AGO,COG,1332,1184,438,,0
AGO,COK,19754,1184,,,0
AGO,COL,10117,1184,934,,0
AGO,COM,6685,1184,,,0
AGO,CPV,5502,1184,,,0
AGO,CRI,10862,1184,142,,0
AGO,CUB,10992,1184,,,0
AGO,CYM,10818,1184,0,,0
AGO,CYP,11612,1184,43,,0
AGO,CZE,9810,1184,693,,0
AGO,DEU,9809,1184,391,,0
AGO,DJI,10785,1184,297,,0
AGO,DMA,8753,1184,0,,0
AGO,DNK,10611,1184,0,,0
AGO,DOM,9708,1184,,,0
AGO,DZA,8121,1184,386,,0
AGO,ECU,11863,1184,347,,0
AGO,EGY,11579,1184,175,,0
AGO,ERI,10895,1184,592,,0
AGO,ESP,7650,1184,655,,0
AGO,EST,11226,1184,23,,0
AGO,ETH,10896,1184,864,,0
AGO,FIN,11243,1184,0,,0
AGO,FJI,19061,1184,,,0
AGO,FLK,5859,1184,0,,0
AGO,FRA,8721,1184,757,,0
AGO,FRO,10237,1184,0,,0
AGO,FSM,17159,1184,,,0
AGO,GAB,2027,1184,14,,0
AGO,GBR,9265,1184,95,,0
AGO,GEO,11832,1184,436,,0
AGO,GHA,2971,1184,14,,0
AGO,GIB,7648,1184,,,0
AGO,GIN,4038,1184,0,,0
AGO,GLP,8774,1184,,,0
AGO,GMB,4688,1184,0,,0
AGO,GNB,4419,1184,38,,0
AGO,GNQ,2191,1184,,,0
AGO,GRC,10452,1184,28,,0
AGO,GRD,8592,1184,,,0
AGO,GRL,10308,1184,,,0
AGO,GTM,12354,1184,198,,0
AGO,GUF,7266,1184,0,,0
AGO,GUM,17210,1184,,,0
AGO,GUY,7909,1184,45,,0
AGO,HKG,15867,1184,,,0
AGO,HND,11366,1184,275,,0
AGO,HRV,10878,1184,264,,0
AGO,HTI,10000,1184,,,0
AGO,HUN,10959,1184,569,,0
AGO,IDN,12376,1184,0,,0
AGO,IND,11737,1184,1312,,0
AGO,IRL,9374,1184,0,,0
AGO,IRN,12354,1184,1533,,0
AGO,IRQ,13077,1184,640,,0
AGO,ISL,10503,1184,52,,0
AGO,ISR,11804,1184,53,,0
AGO,ITA,9016,1184,14,,0
AGO,JAM,10378,1184,59,,0
AGO,JOR,12437,1184,321,,0
AGO,JPN,18152,1184,378,,0
AGO,KAZ,11554,1184,3085,,0
AGO,KEN,7718,1184,515,,0
AGO,KGZ,12156,1184,3209,,0
AGO,KHM,14095,1184,139,,0
AGO,KIR,18840,1184,,,0
AGO,KNA,8942,1184,,,0
AGO,KOR,17848,1184,423,,0
AGO,KWT,13044,1184,118,,0
AGO,LAO,14621,1184,669,,0
AGO,LBN,11660,1184,91,,0
AGO,LBR,3130,1184,640,,0
AGO,LBY,9713,1184,111,,0
AGO,LCA,8647,1184,,,0
AGO,LIE,10959,1184,684,,0
AGO,LKA,10751,1184,100,,0
AGO,LSO,4006,1184,579,,0
AGO,LTU,11196,1184,,,0
AGO,LUX,9497,1184,325,,0
AGO,LVA,11071,1184,177,,0
AGO,MAC,15844,1184,,,0
AGO,MAR,7607,1184,257,,0
AGO,MCO,8827,1184,0,,0
AGO,MDA,11400,1184,501,,0
AGO,MDG,6574,1184,283,,0
AGO,MDV,10205,1184,,,0
AGO,MEX,13432,1184,502,,0
AGO,MHL,19571,1184,,,0
AGO,MKD,10151,1184,329,,0
AGO,MLI,4039,1184,855,,0
AGO,MLT,9496,1184,,,0
AGO,MMR,12347,1184,1372,,0
AGO,MNE,10150,1184,53,,0
AGO,MNG,17180,1184,2849,,0
AGO,MNP,17375,1184,,,0
AGO,MOZ,4487,1184,100,,0
AGO,MRT,5626,1184,503,,0
AGO,MSR,8865,1184,,,0
AGO,MTQ,8705,1184,0,,0
AGO,MUS,6841,1184,0,,0
AGO,MWI,7520,1184,1680,,0
AGO,MYS,12553,1184,65,,0
AGO,MYT,6682,1184,,,0
AGO,NAM,1054,1184,334,,0
AGO,NCL,17566,1184,142,,0
AGO,NER,2972,1184,1016,,0
AGO,NFK,17112,1184,,,0
AGO,NGA,2938,1184,667,,0
AGO,NIC,10853,1184,486,,0
AGO,NIU,20117,1184,,,0
AGO,NLD,9496,1184,167,,0
AGO,NOR,10261,1184,54,,0
AGO,NPL,13230,1184,1662,,0
AGO,NRU,18767,1184,,,0
AGO,NZL,17394,1184,597,,0
AGO,OMN,10691,1184,1053,,0
AGO,PAK,12154,1184,1449,,0
AGO,PAN,10587,1184,56,,0
AGO,PER,12497,1184,974,,0
AGO,PHL,15462,1184,230,,0
AGO,PLW,15999,1184,,,0
AGO,PNG,16188,1184,0,,0
AGO,POL,11048,1184,446,,0
AGO,PRI,9176,1184,,,0
AGO,PRK,18567,1184,529,,0
AGO,PRT,7770,1184,2,,0
AGO,PRY,6949,1184,1350,,0
AGO,PSE,11815,1184,,,0
AGO,PYF,18815,1184,,,0
AGO,QAT,12714,1184,29,,0
AGO,REU,6598,1184,,,0
AGO,ROU,11399,1184,203,,0
AGO,RUS,11553,1184,1512,,0
AGO,RWA,7520,1184,1331,,0
AGO,SAU,11955,1184,973,,0
AGO,SDN,12132,1184,1139,,0
AGO,SEN,4860,1184,0,,0
AGO,SGP,12895,1184,0,,0
AGO,SHN,3396,1184,,,0
AGO,SLB,17174,1184,,,0
AGO,SLE,3800,1184,183,,0
AGO,SLV,12068,1184,44,,0
AGO,SMR,9017,1184,359,,0
AGO,SOM,9052,1184,550,,0
AGO,SPM,9376,1184,0,,0
AGO,SRB,10183,1184,404,,0
AGO,STP,2149,1184,,,0
AGO,SUR,7486,1184,0,,0
AGO,SVK,10959,1184,527,,0
AGO,SVN,10957,1184,111,,0
AGO,SWE,10218,1184,472,,0
AGO,SWZ,4489,1184,317,,0
AGO,SYC,8073,1184,0,,0
AGO,SYR,11622,1184,210,,0
AGO,TCA,10002,1184,,,0
AGO,TCD,2432,1184,1529,,0
AGO,TGO,2983,1184,0,,0
AGO,THA,14619,1184,19,,0
AGO,TJK,12156,1184,2104,,0
AGO,TKL,20333,1184,,,0
AGO,TKM,12355,1184,1948,,0
AGO,TLS,14277,1184,205,,0
AGO,TON,19751,1184,,,0
AGO,TTO,8556,1184,,,0
AGO,TUN,9067,1184,7,,0
AGO,TUR,10870,1184,476,,0
AGO,TUV,19402,1184,,,0
AGO,TWN,16135,1184,347,,0
AGO,TZA,7519,1184,194,,0
AGO,UGA,7719,1184,1137,,0
AGO,UKR,11600,1184,,,0
AGO,URY,6948,1184,749,,0
AGO,USA,12160,1184,2242,,0
AGO,UZB,12156,1184,2633,,0
AGO,VCT,8614,1184,,,0
AGO,VEN,9186,1184,205,,0
AGO,VGB,9116,1184,0,,0
AGO,VIR,9144,1184,0,,0
AGO,VNM,14229,1184,1514,,0
AGO,VUT,18227,1184,0,,0
AGO,WLF,19824,1184,,,0
AGO,WSM,20233,1184,,,0
AGO,YEM,10611,1184,345,,0
AGO,ZAF,4006,1184,630,,0
AGO,ZMB,4489,1184,1757,,0
AGO,ZWE,4489,1184,1301,,0
AIA,ABW,958,,,,0
AIA,AFG,15517,,1471,,0
AIA,AGO,9016,,1184,,0
AIA,ALB,7890,,248,,0
AIA,AND,6785,,453,,0
AIA,ANT,63,,,,0
AIA,ARE,15768,,229,,0
AIA,ARG,9259,,1738,,0
AIA,ARM,9616,,818,,0
AIA,ASM,12228,,,,0
AIA,ATG,232,,,,0
AIA,AUS,16455,,638,,0
AIA,AUT,9021,,468,,0
AIA,AZE,9616,,1197,,0
AIA,BDI,15330,,1365,,0
AIA,BEL,5211,,132,,0
AIA,BEN,7045,,80,,0
AIA,BFA,6959,,971,,0
AIA,BGD,19024,,996,,0
AIA,BGR,9160,,451,,0
AIA,BHR,16241,,0,,0
AIA,BHS,1507,,,,0
AIA,BIH,8245,,197,,0
AIA,BLR,7108,,530,,0
AIA,BLZ,2433,,78,,0
AIA,BMU,1625,,0,,0
AIA,BOL,7225,,2520,,0
AIA,BRA,6702,,1121,,0
AIA,BRB,730,,0,,0
AIA,BRN,21081,,42,,0
AIA,BTN,19026,,1072,,0
AIA,BWA,11696,,947,,0
AIA,CAF,7667,,1273,,0
AIA,CAN,3789,,1102,,0
AIA,CHE,6785,,581,,0
AIA,CHL,7225,,116,,0
AIA,CHN,18206,,1449,,0
AIA,CIV,6384,,251,,0
AIA,CMR,7667,,283,,0
AIA,COD,8514,,,,0
AIA,COG,8395,,438,,0
AIA,COK,11106,,,,0
AIA,COL,1461,,934,,0
AIA,COM,14576,,,,0
AIA,CPV,3720,,,,0
AIA,CRI,2200,,142,,0
AIA,CUB,1934,,,,0
AIA,CYM,1817,,0,,0
AIA,CYP,9976,,43,,0
AIA,CZE,5444,,693,,0
AIA,DEU,5444,,391,,0
AIA,DJI,12959,,297,,0
AIA,DMA,436,,0,,0
AIA,DNK,6522,,0,,0
AIA,DOM,630,,,,0
AIA,DZA,6184,,386,,0
AIA,ECU,3181,,347,,0
AIA,EGY,9944,,175,,0
AIA,ERI,12835,,592,,0
AIA,ESP,5713,,655,,0
AIA,EST,7135,,23,,0
AIA,ETH,12834,,864,,0
AIA,FIN,7157,,0,,0
AIA,FJI,13439,,,,0
AIA,FLK,9573,,0,,0
AIA,FRA,6784,,757,,0
AIA,FRO,5216,,0,,0
AIA,FSM,15466,,,,0
AIA,GAB,7847,,14,,0
AIA,GBR,4972,,95,,0
AIA,GEO,9896,,436,,0
AIA,GHA,6808,,14,,0
AIA,GIB,5711,,,,0
AIA,GIN,5131,,0,,0
AIA,GLP,376,,,,0
AIA,GMB,4692,,0,,0
AIA,GNB,4825,,38,,0
AIA,GNQ,7830,,,,0
AIA,GRC,8516,,28,,0
AIA,GRD,801,,,,0
AIA,GRL,4996,,,,0
AIA,GTM,3744,,198,,0
AIA,GUF,2000,,0,,0
AIA,GUM,15882,,,,0
AIA,GUY,1577,,45,,0
AIA,HKG,18974,,,,0
AIA,HND,2418,,275,,0
AIA,HRV,8941,,264,,0
AIA,HTI,922,,,,0
AIA,HUN,9021,,569,,0
AIA,IDN,20426,,0,,0
AIA,IND,16169,,1312,,0
AIA,IRL,5062,,0,,0
